epoch	seed	train	strategy	accuracy	loss
1	10	True	heterogeneous	0.08374	4.000332117462158
1	10	False	heterogeneous	0.1733	3.4916862571716307
2	10	True	heterogeneous	0.18092	3.41460371471405
2	10	False	heterogeneous	0.2624	3.0288143283843993
3	10	True	heterogeneous	0.22914	3.146465719680786
3	10	False	heterogeneous	0.2965	2.8423986684799196
4	10	True	heterogeneous	0.2585	2.9917070420074463
4	10	False	heterogeneous	0.3153	2.7428763486862184
5	10	True	heterogeneous	0.2824	2.8752686363983155
5	10	False	heterogeneous	0.3306	2.6688422330856323
6	10	True	heterogeneous	0.29746	2.7875088664627077
6	10	False	heterogeneous	0.3438	2.6122056566238405
7	10	True	heterogeneous	0.31434	2.711354628677368
7	10	False	heterogeneous	0.3492	2.6140929849624635
8	10	True	heterogeneous	0.32612	2.654608469734192
8	10	False	heterogeneous	0.3527	2.5685556978225708
9	10	True	heterogeneous	0.33202	2.62012875415802
9	10	False	heterogeneous	0.3675	2.5144530641555787
10	10	True	heterogeneous	0.34444	2.5592624137878417
10	10	False	heterogeneous	0.3619	2.524024834251404
11	10	True	heterogeneous	0.35566	2.516357400932312
11	10	False	heterogeneous	0.3757	2.468121351242065
12	10	True	heterogeneous	0.36072	2.4837319443130492
12	10	False	heterogeneous	0.3714	2.484511576652527
13	10	True	heterogeneous	0.3678	2.4516385985565186
13	10	False	heterogeneous	0.3734	2.4855905572891235
14	10	True	heterogeneous	0.37088	2.4278692053985598
14	10	False	heterogeneous	0.3779	2.4729583421707155
15	10	True	heterogeneous	0.37734	2.3911706438827514
15	10	False	heterogeneous	0.3774	2.4747010656356814
16	10	True	heterogeneous	0.38504	2.3651501635551453
16	10	False	heterogeneous	0.3858	2.4399038816452028
17	10	True	heterogeneous	0.39018	2.3393162722969056
17	10	False	heterogeneous	0.3809	2.444931844520569
18	10	True	heterogeneous	0.3945	2.322404525871277
18	10	False	heterogeneous	0.3844	2.445237673568726
19	10	True	heterogeneous	0.39736	2.2964317653274535
19	10	False	heterogeneous	0.3728	2.490687459564209
20	10	True	heterogeneous	0.39952	2.2832379265785216
20	10	False	heterogeneous	0.3783	2.490657801246643
21	10	True	heterogeneous	0.40608	2.2554713740348817
21	10	False	heterogeneous	0.3886	2.41124966545105
22	10	True	heterogeneous	0.4068	2.2464574197006226
22	10	False	heterogeneous	0.3868	2.434884655570984
23	10	True	heterogeneous	0.41176	2.2318698986434935
23	10	False	heterogeneous	0.3841	2.4580300708770753
24	10	True	heterogeneous	0.41784	2.2047993684768676
24	10	False	heterogeneous	0.3755	2.4873655675888062
25	10	True	heterogeneous	0.42082	2.1827012748908996
25	10	False	heterogeneous	0.3884	2.434656029510498
26	10	True	heterogeneous	0.4233	2.176313424453735
26	10	False	heterogeneous	0.3798	2.4501501930236818
27	10	True	heterogeneous	0.42186	2.1730473323440553
27	10	False	heterogeneous	0.3856	2.4667227167129515
28	10	True	heterogeneous	0.42878	2.156103427505493
28	10	False	heterogeneous	0.3909	2.4145006671905516
29	10	True	heterogeneous	0.42794	2.156503479919434
29	10	False	heterogeneous	0.3935	2.435898026275635
30	10	True	heterogeneous	0.43074	2.138852215061188
30	10	False	heterogeneous	0.3953	2.4219198400497435
31	10	True	heterogeneous	0.43324	2.1375094608688356
31	10	False	heterogeneous	0.3813	2.472371725463867
32	10	True	heterogeneous	0.43808	2.1105971608352663
32	10	False	heterogeneous	0.3975	2.4346125915527344
33	10	True	heterogeneous	0.43682	2.1086362922477724
33	10	False	heterogeneous	0.3923	2.4427715105056764
34	10	True	heterogeneous	0.44206	2.096326819000244
34	10	False	heterogeneous	0.3797	2.471717489051819
35	10	True	heterogeneous	0.4416	2.08949790763855
35	10	False	heterogeneous	0.385	2.498752299118042
36	10	True	heterogeneous	0.44518	2.076780488758087
36	10	False	heterogeneous	0.3944	2.441264218902588
37	10	True	heterogeneous	0.4484	2.065715358200073
37	10	False	heterogeneous	0.387	2.445538352394104
38	10	True	heterogeneous	0.45154	2.045150583972931
38	10	False	heterogeneous	0.3951	2.4392553813934326
39	10	True	heterogeneous	0.45184	2.049872960758209
39	10	False	heterogeneous	0.3935	2.450745121383667
40	10	True	heterogeneous	0.45084	2.0538339258766176
40	10	False	heterogeneous	0.3843	2.4977603794097902
41	10	True	heterogeneous	0.4547	2.0354435967445372
41	10	False	heterogeneous	0.3867	2.4490805894851686
42	10	True	heterogeneous	0.45238	2.0449070973205568
42	10	False	heterogeneous	0.3927	2.4227550195693968
43	10	True	heterogeneous	0.45502	2.031624873981476
43	10	False	heterogeneous	0.3951	2.4635993856430054
44	10	True	heterogeneous	0.46034	2.0181458130836485
44	10	False	heterogeneous	0.3877	2.4776613220214845
45	10	True	heterogeneous	0.45808	2.021213386592865
45	10	False	heterogeneous	0.3971	2.432654719352722
46	10	True	heterogeneous	0.4625	2.0140737025260926
46	10	False	heterogeneous	0.3939	2.4763837770462036
47	10	True	heterogeneous	0.46072	2.0096319166946413
47	10	False	heterogeneous	0.3888	2.4703963718414306
48	10	True	heterogeneous	0.45954	2.0089852172279357
48	10	False	heterogeneous	0.3926	2.4525488275527954
49	10	True	heterogeneous	0.46286	1.9988388746643067
49	10	False	heterogeneous	0.4008	2.425936573600769
50	10	True	heterogeneous	0.46504	1.9938052911949158
50	10	False	heterogeneous	0.4008	2.438309091758728
51	10	True	heterogeneous	0.46602	1.9976942896270753
51	10	False	heterogeneous	0.3939	2.4715807489395143
52	10	True	heterogeneous	0.46914	1.9802606579017639
52	10	False	heterogeneous	0.3919	2.4722876741409303
53	10	True	heterogeneous	0.46802	1.9793364793586732
53	10	False	heterogeneous	0.3942	2.44112898311615
54	10	True	heterogeneous	0.4707	1.9717815751457215
54	10	False	heterogeneous	0.4015	2.432371205329895
55	10	True	heterogeneous	0.4712	1.9703703860282897
55	10	False	heterogeneous	0.4019	2.4611689558029175
56	10	True	heterogeneous	0.4742	1.9604930220603942
56	10	False	heterogeneous	0.3926	2.4881199129104616
57	10	True	heterogeneous	0.47302	1.9595432414627074
57	10	False	heterogeneous	0.3997	2.480363582801819
58	10	True	heterogeneous	0.47576	1.9607263746261596
58	10	False	heterogeneous	0.3948	2.4983989415168764
59	10	True	heterogeneous	0.47758	1.9448991879272461
59	10	False	heterogeneous	0.389	2.529329388999939
60	10	True	heterogeneous	0.47472	1.9538098043060304
60	10	False	heterogeneous	0.387	2.5115043696403503
61	10	True	heterogeneous	0.47786	1.9353862634658814
61	10	False	heterogeneous	0.3992	2.46127150554657
62	10	True	heterogeneous	0.48158	1.9239997386169434
62	10	False	heterogeneous	0.3851	2.5047659061431884
63	10	True	heterogeneous	0.47276	1.956892538661957
63	10	False	heterogeneous	0.3952	2.4880867380142213
64	10	True	heterogeneous	0.47766	1.9343444463539123
64	10	False	heterogeneous	0.3912	2.5396315195083616
65	10	True	heterogeneous	0.47864	1.9316245053482055
65	10	False	heterogeneous	0.398	2.4444165435791017
66	10	True	heterogeneous	0.47818	1.9383312926101686
66	10	False	heterogeneous	0.3965	2.4615610242843626
67	10	True	heterogeneous	0.48184	1.9245433489131927
67	10	False	heterogeneous	0.3914	2.5093117826461793
68	10	True	heterogeneous	0.477	1.9406743379592895
68	10	False	heterogeneous	0.4046	2.47752401676178
69	10	True	heterogeneous	0.4789	1.9324299131393432
69	10	False	heterogeneous	0.3941	2.4836074584007264
70	10	True	heterogeneous	0.48194	1.925418705444336
70	10	False	heterogeneous	0.4012	2.439538342475891
71	10	True	heterogeneous	0.48072	1.9366802059364319
71	10	False	heterogeneous	0.3955	2.464063746070862
72	10	True	heterogeneous	0.48496	1.918434348049164
72	10	False	heterogeneous	0.383	2.530594110870361
73	10	True	heterogeneous	0.47988	1.9364747333335877
73	10	False	heterogeneous	0.3862	2.496246816253662
74	10	True	heterogeneous	0.48048	1.924604004497528
74	10	False	heterogeneous	0.3876	2.6375962999343874
75	10	True	heterogeneous	0.4871	1.9123674299240112
75	10	False	heterogeneous	0.3974	2.497468029880524
