epoch	seed	train	strategy	accuracy	loss
1	10	True	shuffle	0.08062	4.013811624679565
1	10	False	shuffle	0.1704	3.4748086990356444
2	10	True	shuffle	0.17368	3.447747245864868
2	10	False	shuffle	0.2504	3.0783974338531492
3	10	True	shuffle	0.22566	3.1686718952941892
3	10	False	shuffle	0.2849	2.908428255081177
4	10	True	shuffle	0.25986	2.995057288093567
4	10	False	shuffle	0.3109	2.7738400093078615
5	10	True	shuffle	0.28438	2.8651493341827394
5	10	False	shuffle	0.3239	2.697532894897461
6	10	True	shuffle	0.304	2.7636651190185546
6	10	False	shuffle	0.334	2.640435225868225
7	10	True	shuffle	0.31778	2.6948894544219972
7	10	False	shuffle	0.3467	2.5879104049682615
8	10	True	shuffle	0.32828	2.6300299465560912
8	10	False	shuffle	0.3665	2.4986480520248415
9	10	True	shuffle	0.34134	2.5703957146072387
9	10	False	shuffle	0.3635	2.4982335920333862
10	10	True	shuffle	0.34972	2.5344767808532715
10	10	False	shuffle	0.3652	2.506083359336853
11	10	True	shuffle	0.35976	2.4860188763809203
11	10	False	shuffle	0.3806	2.413821361351013
12	10	True	shuffle	0.36242	2.4500781073760987
12	10	False	shuffle	0.3679	2.50289718208313
13	10	True	shuffle	0.37312	2.4217585989952086
13	10	False	shuffle	0.3683	2.5226252801895144
14	10	True	shuffle	0.37726	2.391659239730835
14	10	False	shuffle	0.3783	2.4278852870941163
15	10	True	shuffle	0.3883	2.3598797934913636
15	10	False	shuffle	0.3779	2.4378861095428466
16	10	True	shuffle	0.39084	2.3289345822525025
16	10	False	shuffle	0.3766	2.4724945686340334
17	10	True	shuffle	0.39298	2.314218691368103
17	10	False	shuffle	0.3855	2.4149619524002075
18	10	True	shuffle	0.39932	2.280200237083435
18	10	False	shuffle	0.383	2.416766903114319
19	10	True	shuffle	0.40634	2.2633484134292603
19	10	False	shuffle	0.3921	2.399225685119629
20	10	True	shuffle	0.40718	2.254503770313263
20	10	False	shuffle	0.3886	2.408179685974121
21	10	True	shuffle	0.41026	2.235541148700714
21	10	False	shuffle	0.3991	2.373162368965149
22	10	True	shuffle	0.41394	2.219547756729126
22	10	False	shuffle	0.3812	2.4377233154296873
23	10	True	shuffle	0.41758	2.205812539844513
23	10	False	shuffle	0.4051	2.348010980606079
24	10	True	shuffle	0.41958	2.1902264110755922
24	10	False	shuffle	0.3989	2.384868399810791
25	10	True	shuffle	0.42056	2.183994617347717
25	10	False	shuffle	0.4089	2.3525996114730834
26	10	True	shuffle	0.42666	2.172151045150757
26	10	False	shuffle	0.3889	2.4375488138198853
27	10	True	shuffle	0.42674	2.157786675014496
27	10	False	shuffle	0.413	2.2853732931137083
28	10	True	shuffle	0.4283	2.14805990978241
28	10	False	shuffle	0.4014	2.3717663263320925
29	10	True	shuffle	0.43294	2.125934317550659
29	10	False	shuffle	0.4067	2.332782640171051
30	10	True	shuffle	0.43536	2.1161011707115174
30	10	False	shuffle	0.4009	2.3741651596069335
31	10	True	shuffle	0.43854	2.106066180934906
31	10	False	shuffle	0.4133	2.35446711769104
32	10	True	shuffle	0.43876	2.1024964868927003
32	10	False	shuffle	0.4036	2.3511544565200806
33	10	True	shuffle	0.44004	2.093417906703949
33	10	False	shuffle	0.3999	2.366471895599365
34	10	True	shuffle	0.44034	2.0964406253623964
34	10	False	shuffle	0.416	2.326122763156891
35	10	True	shuffle	0.44396	2.0809863076782227
35	10	False	shuffle	0.411	2.3161312134742738
36	10	True	shuffle	0.44764	2.073829439678192
36	10	False	shuffle	0.3994	2.3755846086502075
37	10	True	shuffle	0.44674	2.0642645104408266
37	10	False	shuffle	0.4022	2.3654577863693236
38	10	True	shuffle	0.44934	2.0618923392486574
38	10	False	shuffle	0.4038	2.350299263381958
39	10	True	shuffle	0.4476	2.069228791637421
39	10	False	shuffle	0.4107	2.3110030172348024
40	10	True	shuffle	0.45422	2.0310058231925963
40	10	False	shuffle	0.4081	2.3436639583587646
41	10	True	shuffle	0.4541	2.0405864429283143
41	10	False	shuffle	0.4001	2.3669036350250243
42	10	True	shuffle	0.45596	2.0352938031196595
42	10	False	shuffle	0.4094	2.325230752372742
43	10	True	shuffle	0.45346	2.039328049697876
43	10	False	shuffle	0.3989	2.3918071776390075
44	10	True	shuffle	0.45762	2.020795190010071
44	10	False	shuffle	0.4121	2.3314621278762817
45	10	True	shuffle	0.45414	2.0370472994232176
45	10	False	shuffle	0.4064	2.356545840072632
46	10	True	shuffle	0.45904	2.018119301605225
46	10	False	shuffle	0.4055	2.3734169933319094
47	10	True	shuffle	0.45648	2.0276207807159423
47	10	False	shuffle	0.4018	2.3639986166000364
48	10	True	shuffle	0.45794	2.02022439699173
48	10	False	shuffle	0.3784	2.4883869316101075
49	10	True	shuffle	0.45968	2.020277043838501
49	10	False	shuffle	0.4095	2.355851485824585
50	10	True	shuffle	0.46354	1.9931260612678527
50	10	False	shuffle	0.4084	2.3941429485321044
51	10	True	shuffle	0.46566	1.9944580075836182
51	10	False	shuffle	0.403	2.476966635131836
52	10	True	shuffle	0.46422	1.998731382598877
52	10	False	shuffle	0.4	2.4153263011932373
53	10	True	shuffle	0.4615	2.006449196205139
53	10	False	shuffle	0.3931	2.464147388839722
54	10	True	shuffle	0.46574	1.9916272953987122
54	10	False	shuffle	0.4125	2.36912687625885
55	10	True	shuffle	0.46566	1.994711416759491
55	10	False	shuffle	0.4114	2.3999299810409545
56	10	True	shuffle	0.46468	1.9941447080802917
56	10	False	shuffle	0.4046	2.4020374947547913
57	10	True	shuffle	0.46468	1.9779754984283446
57	10	False	shuffle	0.4163	2.3731574087142944
58	10	True	shuffle	0.47358	1.9721489898681641
58	10	False	shuffle	0.4115	2.3604854385375975
59	10	True	shuffle	0.46848	1.974114482421875
59	10	False	shuffle	0.4112	2.3776638250350954
60	10	True	shuffle	0.46936	1.9699267952346802
60	10	False	shuffle	0.4099	2.41274082698822
61	10	True	shuffle	0.47002	1.9648238632392883
61	10	False	shuffle	0.4077	2.4001266094207763
62	10	True	shuffle	0.4683	1.9772095733642578
62	10	False	shuffle	0.4124	2.367565177154541
63	10	True	shuffle	0.4735	1.9573872764015199
63	10	False	shuffle	0.3862	2.52039972076416
64	10	True	shuffle	0.47422	1.9611811783599853
64	10	False	shuffle	0.3932	2.4903762844085695
65	10	True	shuffle	0.47342	1.9534626992225648
65	10	False	shuffle	0.4053	2.386700026512146
66	10	True	shuffle	0.47226	1.9679848544311525
66	10	False	shuffle	0.3966	2.4316194379806517
67	10	True	shuffle	0.47422	1.9572730494117736
67	10	False	shuffle	0.4021	2.3902446115493774
68	10	True	shuffle	0.47222	1.9667624682998657
68	10	False	shuffle	0.4111	2.4033351432800294
69	10	True	shuffle	0.47012	1.9676372637176514
69	10	False	shuffle	0.3989	2.452351462459564
70	10	True	shuffle	0.47754	1.94942986784935
70	10	False	shuffle	0.4179	2.388476856136322
71	10	True	shuffle	0.4749	1.9528730721282959
71	10	False	shuffle	0.3876	2.461717151451111
72	10	True	shuffle	0.47386	1.9593527705192566
72	10	False	shuffle	0.4055	2.3824509756088257
73	10	True	shuffle	0.4756	1.9453967211341858
73	10	False	shuffle	0.3913	2.465712181663513
74	10	True	shuffle	0.47628	1.95497674908638
74	10	False	shuffle	0.4149	2.4093108842849733
75	10	True	shuffle	0.47806	1.9401681178665162
75	10	False	shuffle	0.4141	2.392684178161621
76	10	True	shuffle	0.48044	1.9343233586120605
76	10	False	shuffle	0.4033	2.4555408205032347
77	10	True	shuffle	0.47872	1.9370317222976685
77	10	False	shuffle	0.4111	2.4602252928733828
78	10	True	shuffle	0.47724	1.9527264712333678
78	10	False	shuffle	0.4023	2.4334229221343993
79	10	True	shuffle	0.47498	1.9543833956718444
79	10	False	shuffle	0.4056	2.4057518058776854
80	10	True	shuffle	0.47676	1.9450706152534485
80	10	False	shuffle	0.4083	2.400976006221771
81	10	True	shuffle	0.47936	1.949544329738617
81	10	False	shuffle	0.4072	2.4395529607772826
82	10	True	shuffle	0.47632	1.957040303955078
82	10	False	shuffle	0.408	2.411854894256592
83	10	True	shuffle	0.4809	1.9416655770111084
