	epoch	seed	train	strategy	accuracy	loss
58	30	10	True	freeze	0.4348	2.137486806564331
59	30	10	False	freeze	0.3771	2.5517521938323973
60	31	10	True	freeze	0.43783999999999995	2.1185590158843994
61	31	10	False	freeze	0.3836	2.519353589630127
62	32	10	True	freeze	0.43506000000000006	2.1299935601234434
63	32	10	False	freeze	0.3889	2.473464528274536
64	33	10	True	freeze	0.43528	2.1178718426704406
65	33	10	False	freeze	0.3709	2.550951749420166
66	34	10	True	freeze	0.43918	2.10443010219574
67	34	10	False	freeze	0.3817	2.490549514389038
68	35	10	True	freeze	0.4374	2.109420191860199
69	35	10	False	freeze	0.3805	2.511968112373352
70	36	10	True	freeze	0.43718	2.1056530392837525
71	36	10	False	freeze	0.3682	2.5531569778442385
72	37	10	True	freeze	0.44288	2.092711750240326
73	37	10	False	freeze	0.3759	2.5220844579696657
74	38	10	True	freeze	0.43848000000000004	2.0955440627670288
75	38	10	False	freeze	0.3833	2.521985782623291
76	39	10	True	freeze	0.44083999999999995	2.095042526512146
77	39	10	False	freeze	0.3787	2.518618835067749
78	40	10	True	freeze	0.44498000000000004	2.087064515819549
79	40	10	False	freeze	0.379	2.523381029891968
80	41	10	True	freeze	0.44158000000000003	2.0894115607070924
81	41	10	False	freeze	0.3811	2.516878535842896
82	42	10	True	freeze	0.44433999999999996	2.090965001735688
83	42	10	False	freeze	0.3792	2.509824615287781
84	43	10	True	freeze	0.44868	2.070002019729614
85	43	10	False	freeze	0.3798	2.5646228618621825
86	44	10	True	freeze	0.4503	2.0682966453361518
87	44	10	False	freeze	0.385	2.4893057260513305
88	45	10	True	freeze	0.45278	2.0560512682151795
89	45	10	False	freeze	0.3814	2.556849489593506
90	46	10	True	freeze	0.44558000000000003	2.0700867369270326
91	46	10	False	freeze	0.3829	2.513209051322937
92	47	10	True	freeze	0.45011999999999996	2.0577334353637697
93	47	10	False	freeze	0.3874	2.487876469039917
94	48	10	True	freeze	0.45186000000000004	2.056832557086945
95	48	10	False	freeze	0.3883	2.5067228136062623
96	49	10	True	freeze	0.45156	2.0533129434776307
97	49	10	False	freeze	0.3864	2.4973588653564454
98	50	10	True	freeze	0.4495	2.0463372593307496
99	50	10	False	freeze	0.3816	2.559990341758728
100	51	10	True	freeze	0.45488	2.0469935310935976
101	51	10	False	freeze	0.35700000000000004	2.6553827871322637
102	52	10	True	freeze	0.45064	2.0505937351799006
103	52	10	False	freeze	0.3821	2.5473150215148928
104	53	10	True	freeze	0.44702	2.057313523864746
105	53	10	False	freeze	0.3775	2.5498620096206666
106	54	10	True	freeze	0.45446000000000003	2.041784773674012
107	54	10	False	freeze	0.3835	2.5766522886276246
108	55	10	True	freeze	0.45271999999999996	2.0453658887290955
109	55	10	False	freeze	0.3848	2.524405509185791
110	56	10	True	freeze	0.45411999999999997	2.043243047485352
111	56	10	False	freeze	0.37799999999999995	2.54506081905365
112	57	10	True	freeze	0.4527	2.0374315095901494
113	57	10	False	freeze	0.3804	2.5472938545227053
114	58	10	True	freeze	0.4579	2.0243841830825806
115	58	10	False	freeze	0.3925	2.506464379882813
116	59	10	True	freeze	0.45553999999999994	2.037848864955902
117	59	10	False	freeze	0.3805	2.5428941080093383
118	60	10	True	freeze	0.45996000000000004	2.015075553798676
119	60	10	False	freeze	0.3868	2.528810420417785
120	61	10	True	freeze	0.4576	2.032227943305969
121	61	10	False	freeze	0.3819	2.551381239700317
122	62	10	True	freeze	0.45818000000000003	2.023247815513611
123	62	10	False	freeze	0.3799	2.4898717254638667
124	63	10	True	freeze	0.46082	2.016409246082306
125	63	10	False	freeze	0.3778	2.586050347518921
126	64	10	True	freeze	0.4616	2.014641085758209
127	64	10	False	freeze	0.3803	2.5570485065460207
128	65	10	True	freeze	0.45771999999999996	2.02844050189972
129	65	10	False	freeze	0.3772	2.590509002494812
130	66	10	True	freeze	0.45976000000000006	2.013938258590698
131	66	10	False	freeze	0.3827	2.5276917972564696
132	67	10	True	freeze	0.46303999999999995	2.0087939536857604
133	67	10	False	freeze	0.3815	2.526388513565064
134	68	10	True	freeze	0.4598	2.0128837881279
135	68	10	False	freeze	0.386	2.5216533401489256
136	69	10	True	freeze	0.46013999999999994	2.0271058149528502
137	69	10	False	freeze	0.3777	2.551683194541931
138	70	10	True	freeze	0.4625	2.0055629823303223
139	70	10	False	freeze	0.3864	2.5224263820648187
140	71	10	True	freeze	0.46446000000000004	2.0122189759063716
141	71	10	False	freeze	0.3799	2.5342874271392817
142	72	10	True	freeze	0.46212	2.008551690807342
143	72	10	False	freeze	0.3775	2.5789086229324343
144	73	10	True	freeze	0.46462	2.0067644978523256
145	73	10	False	freeze	0.376	2.574047158622742
146	74	10	True	freeze	0.46258	2.010641479568481
147	74	10	False	freeze	0.38	2.537052803039551
148	75	10	True	freeze	0.46334	2.0008742718696597
149	75	10	False	freeze	0.3785	2.529422720527649
150	76	10	True	freeze	0.45882	2.0228600093650817
151	76	10	False	freeze	0.3868	2.518917855644226
152	77	10	True	freeze	0.45933999999999997	2.0200632272720336
153	77	10	False	freeze	0.3848	2.550799514198303
154	78	10	True	freeze	0.46963999999999995	2.0096027449035643
155	78	10	False	freeze	0.3811	2.560589672088623
156	79	10	True	freeze	0.46616	2.006279129142761
157	79	10	False	freeze	0.3744	2.638803440093994
158	80	10	True	freeze	0.46768000000000004	1.9973197728538516
159	80	10	False	freeze	0.3824	2.597679038238525
160	81	10	True	freeze	0.46402	2.010192161769867
161	81	10	False	freeze	0.3856	2.542940753173828
162	82	10	True	freeze	0.4644	1.998604718990326
163	82	10	False	freeze	0.3825	2.5669340627670287
164	83	10	True	freeze	0.46428	1.9970642027282717
165	83	10	False	freeze	0.3893	2.544408411216736
166	84	10	True	freeze	0.46886000000000005	1.9945336629104613
167	84	10	False	freeze	0.3716	2.572193185043335
168	85	10	True	freeze	0.46943999999999997	1.9923179006958007
169	85	10	False	freeze	0.3692	2.6540665307998657
170	86	10	True	freeze	0.4671	1.9979525921630856
171	86	10	False	freeze	0.3859	2.560331976509094
172	87	10	True	freeze	0.46463999999999994	2.0111553860092157
173	87	10	False	freeze	0.3668	2.636045477104187
174	88	10	True	freeze	0.46256	2.00705367726326
175	88	10	False	freeze	0.3842	2.546153420257568
176	89	10	True	freeze	0.46562	1.9974394912528992
177	89	10	False	freeze	0.3876	2.5087557237625115
178	90	10	True	freeze	0.46666	1.9983202859687803
179	90	10	False	freeze	0.3814	2.524410390281677
180	91	10	True	freeze	0.46681999999999996	1.9953768633079532
181	91	10	False	freeze	0.3812	2.565888928985596
182	92	10	True	freeze	0.46852	1.988936950321197
183	92	10	False	freeze	0.3872	2.5549255834579467
184	93	10	True	freeze	0.46926	1.994368056678772
185	93	10	False	freeze	0.3809	2.5871187257766723
186	94	10	True	freeze	0.46298	2.003878607196808
187	94	10	False	freeze	0.3744	2.5622983568191526
188	95	10	True	freeze	0.46718000000000004	1.9995585690307616
189	95	10	False	freeze	0.3653	2.6097356548309327
190	96	10	True	freeze	0.46871999999999997	2.000548443813324
191	96	10	False	freeze	0.3761	2.5571378185272216
192	97	10	True	freeze	0.4661	2.001052628345489
193	97	10	False	freeze	0.3926	2.576951369667053
194	98	10	True	freeze	0.46976	1.9859194166183471
195	98	10	False	freeze	0.3823	2.5748320428848266
196	99	10	True	freeze	0.47016	1.9904058483695983
197	99	10	False	freeze	0.377	2.6485514839172364
198	100	10	True	freeze	0.46606000000000003	1.988692329425812
199	100	10	False	freeze	0.3752	2.5730432836532597
200	1	4	True	freeze	0.47036000000000006	1.9910490234947205
201	1	4	False	freeze	0.3842	2.525108528709412
202	2	4	True	freeze	0.46862	2.0065558217430115
203	2	4	False	freeze	0.3836	2.5570829710006717
204	3	4	True	freeze	0.4656	1.9986025372886655
205	3	4	False	freeze	0.3811	2.6444982418060303
206	4	4	True	freeze	0.46943999999999997	1.9860625108146668
207	4	4	False	freeze	0.3868	2.55108246383667
208	5	4	True	freeze	0.47056000000000003	2.002312652950287
209	5	4	False	freeze	0.3793	2.5499125356674197
210	6	4	True	freeze	0.46502	2.014589793262482
211	6	4	False	freeze	0.3739	2.5668154390335083
212	7	4	True	freeze	0.46712	1.9995123060798643
213	7	4	False	freeze	0.3709	2.627337297058105
214	8	4	True	freeze	0.47198	1.9836952834320067
215	8	4	False	freeze	0.3803	2.5763405639648442
216	9	4	True	freeze	0.46606000000000003	2.0052056841278074
217	9	4	False	freeze	0.3769	2.5978627452850342
218	10	4	True	freeze	0.46521999999999997	2.0102970279884342
219	10	4	False	freeze	0.3815	2.5587982292175293
220	11	4	True	freeze	0.46806000000000003	1.9991285507011411
221	11	4	False	freeze	0.3837	2.6087542634963987
222	12	4	True	freeze	0.46799999999999997	1.9985951167488096
223	12	4	False	freeze	0.3879	2.6371718145370484
224	13	4	True	freeze	0.4654	2.002901337223053
225	13	4	False	freeze	0.3774	2.6435598588943483
226	14	4	True	freeze	0.47136000000000006	1.98594912607193
227	14	4	False	freeze	0.3659	2.6562411684036253
228	15	4	True	freeze	0.4696	1.9935381592941284
229	15	4	False	freeze	0.3781	2.6039595352172853
230	16	4	True	freeze	0.46978000000000003	1.9866940441703795
231	16	4	False	freeze	0.3708	2.652653115844726
232	17	4	True	freeze	0.47166	1.9873240768814089
233	17	4	False	freeze	0.3704	2.644348799133301
234	18	4	True	freeze	0.47021999999999997	1.9881144638442996
235	18	4	False	freeze	0.3721	2.6098012382507325
236	19	4	True	freeze	0.4672	1.9919487663459776
237	19	4	False	freeze	0.371	2.711559990310669
238	20	4	True	freeze	0.46542	2.008125914821625
239	20	4	False	freeze	0.3736	2.6649450422286987
240	21	4	True	freeze	0.4677	2.001147830543518
241	21	4	False	freeze	0.3807	2.6223071228027344
242	22	4	True	freeze	0.4708	1.9880597896385197
243	22	4	False	freeze	0.3929	2.602237459182739
244	23	4	True	freeze	0.47234	1.9845745203018188
245	23	4	False	freeze	0.3947	2.569301917171478
246	24	4	True	freeze	0.46986000000000006	1.9986585658836364
247	24	4	False	freeze	0.3657	2.6528504690170287
248	25	4	True	freeze	0.46808	1.9974872368049619
249	25	4	False	freeze	0.3853	2.5946899194717408
250	26	4	True	freeze	0.4718	2.0000150951480866
251	26	4	False	freeze	0.3643	2.7252108137130744
252	27	4	True	freeze	0.4695	2.0079597348213194
253	27	4	False	freeze	0.3866	2.6327765592575068
254	28	4	True	freeze	0.46892	2.0035554962158204
255	28	4	False	freeze	0.3797	2.5743606882095342
256	29	4	True	freeze	0.46543999999999996	2.0146260235977174
257	29	4	False	freeze	0.3784	2.57609600391388
258	30	4	True	freeze	0.47292	1.9902549088287356
259	30	4	False	freeze	0.3782	2.6520482849121088
260	31	4	True	freeze	0.46996000000000004	2.0041511104774474
261	31	4	False	freeze	0.3827	2.551445355606079
262	32	4	True	freeze	0.46684	2.002562664890289
263	32	4	False	freeze	0.3641	2.6691247261047364
264	33	4	True	freeze	0.46831999999999996	2.014558571491241
265	33	4	False	freeze	0.3816	2.625405545139313
266	34	4	True	freeze	0.46508	2.019057665767669
267	34	4	False	freeze	0.3786	2.633475168800354
268	35	4	True	freeze	0.47056000000000003	2.0122705038166044
269	35	4	False	freeze	0.3761	2.5884196563720705
270	36	4	True	freeze	0.46834	2.006905948562622
271	36	4	False	freeze	0.3863	2.6262319116592407
272	37	4	True	freeze	0.46576000000000006	2.0205386421585083
273	37	4	False	freeze	0.3816	2.693982668685913
274	38	4	True	freeze	0.46724	2.005578809490204
275	38	4	False	freeze	0.3809	2.6045628622055053
276	39	4	True	freeze	0.46653999999999995	2.0085378999519348
277	39	4	False	freeze	0.3805	2.6060251401901247
278	40	4	True	freeze	0.46703999999999996	2.0240381045913702
279	40	4	False	freeze	0.3813	2.5922072032928467
280	41	4	True	freeze	0.46668000000000004	2.028101338386536
281	41	4	False	freeze	0.3769	2.7184482292175294
282	42	4	True	freeze	0.4634	2.0304260146522517
283	42	4	False	freeze	0.3842	2.6374246438980102
284	43	4	True	freeze	0.46393999999999996	2.0229726574134825
285	43	4	False	freeze	0.3731	2.6797188873291016
286	44	4	True	freeze	0.46508	2.0187166892814634
287	44	4	False	freeze	0.3709	2.673837529182434
288	45	4	True	freeze	0.4678	2.0217152378845213
289	45	4	False	freeze	0.3719	2.63284409866333
290	46	4	True	freeze	0.46524	2.025950331516266
291	46	4	False	freeze	0.3685	2.6530744863510134
292	47	4	True	freeze	0.46758	2.021902936820984
293	47	4	False	freeze	0.373	2.695214842224121
294	48	4	True	freeze	0.46613999999999994	2.023481894283295
295	48	4	False	freeze	0.3813	2.5750971445083617
296	49	4	True	freeze	0.47042	2.009094131984711
297	49	4	False	freeze	0.3795	2.733305955505371
298	50	4	True	freeze	0.467	2.018291091079712
299	50	4	False	freeze	0.3742	2.6194961227416997
300	51	4	True	freeze	0.46353999999999995	2.034129194393158
301	51	4	False	freeze	0.3707	2.644717007923126
302	52	4	True	freeze	0.4672	2.019899470691681
303	52	4	False	freeze	0.3817	2.605974677181244
304	53	4	True	freeze	0.466	2.0294774161338807
305	53	4	False	freeze	0.3877	2.6068224225997927
306	54	4	True	freeze	0.4621	2.0318811896324163
307	54	4	False	freeze	0.3793	2.589193854904175
308	55	4	True	freeze	0.4671	2.0265165338897706
309	55	4	False	freeze	0.3679	2.6373811460495
310	56	4	True	freeze	0.4676	2.023443666715622
311	56	4	False	freeze	0.3664	2.5945091888427734
312	57	4	True	freeze	0.46552	2.035341649475097
313	57	4	False	freeze	0.379	2.593599778175354
314	58	4	True	freeze	0.4688	2.015984734954834
315	58	4	False	freeze	0.3922	2.612350793457032
316	59	4	True	freeze	0.46578	2.028619228248596
317	59	4	False	freeze	0.3733	2.6924011203765867
318	60	4	True	freeze	0.46086000000000005	2.0434061845016482
319	60	4	False	freeze	0.3845	2.6406303819656367
320	61	4	True	freeze	0.4656	2.0235236414718627
321	61	4	False	freeze	0.3758	2.6711459974288942
322	62	4	True	freeze	0.46598	2.0411581326675416
323	62	4	False	freeze	0.3849	2.6814229076385496
324	63	4	True	freeze	0.46576000000000006	2.033027126522064
325	63	4	False	freeze	0.3805	2.647442348289489
326	64	4	True	freeze	0.46802	2.0302357771492003
327	64	4	False	freeze	0.3569	2.667202785491944
328	65	4	True	freeze	0.4592	2.047511287879944
329	65	4	False	freeze	0.3836	2.732134094905853
330	66	4	True	freeze	0.46476000000000006	2.035924695587158
331	66	4	False	freeze	0.3768	2.6003035726547243
332	67	4	True	freeze	0.46228	2.042295722541809
333	67	4	False	freeze	0.3724	2.689608118915558
334	68	4	True	freeze	0.46033999999999997	2.052854179897309
335	68	4	False	freeze	0.3751	2.6004644493103033
336	69	4	True	freeze	0.46526000000000006	2.0396730164718626
337	69	4	False	freeze	0.3716	2.6493857257843016
338	70	4	True	freeze	0.46156	2.046089498176575
339	70	4	False	freeze	0.3592	2.715818622016907
340	71	4	True	freeze	0.46686000000000005	2.0198639059066767
341	71	4	False	freeze	0.3789	2.7047759191513063
342	72	4	True	freeze	0.46346000000000004	2.038917086372376
343	72	4	False	freeze	0.3821	2.6491670974731445
344	73	4	True	freeze	0.46448	2.0396920648002625
345	73	4	False	freeze	0.3761	2.6232906563758847
346	74	4	True	freeze	0.46352	2.041139702720642
347	74	4	False	freeze	0.3721	2.5742090662002557
348	75	4	True	freeze	0.46078	2.0573193636131286
349	75	4	False	freeze	0.387	2.741601579284668
350	76	4	True	freeze	0.46286000000000005	2.0423875857543945
351	76	4	False	freeze	0.3777	2.6030698570251465
352	77	4	True	freeze	0.4649	2.027602009048462
353	77	4	False	freeze	0.3766	2.6331165604591367
354	78	4	True	freeze	0.4635	2.0379421171951293
355	78	4	False	freeze	0.3619	2.6417332815170287
356	79	4	True	freeze	0.46213999999999994	2.0464982847404483
357	79	4	False	freeze	0.3769	2.574627402687073
358	80	4	True	freeze	0.46198	2.0497450530433654
359	80	4	False	freeze	0.3674	2.6335918195724486
360	81	4	True	freeze	0.46531999999999996	2.042635183429718
361	81	4	False	freeze	0.3729	2.640588577079773
362	82	4	True	freeze	0.46002	2.0517424289894106
363	82	4	False	freeze	0.3787	2.6493898435592653
364	83	4	True	freeze	0.45996000000000004	2.0626011669349666
365	83	4	False	freeze	0.3661	2.6483085971832274
366	84	4	True	freeze	0.45952	2.0571395950126647
367	84	4	False	freeze	0.3837	2.6143357837677
368	85	4	True	freeze	0.46731999999999996	2.0362375059890745
369	85	4	False	freeze	0.3659	2.63935520362854
370	86	4	True	freeze	0.46016	2.051254866695404
371	86	4	False	freeze	0.3577	2.674784509277344
372	87	4	True	freeze	0.4643	2.0414227113342287
373	87	4	False	freeze	0.3657	2.6406643438339232
374	88	4	True	freeze	0.46053999999999995	2.0550021207618707
375	88	4	False	freeze	0.3769	2.649487741661072
376	89	4	True	freeze	0.45793999999999996	2.062947036495209
377	89	4	False	freeze	0.377	2.655413420391082
378	90	4	True	freeze	0.45946000000000004	2.0660621301651
379	90	4	False	freeze	0.3757	2.6756277025222777
380	91	4	True	freeze	0.4606	2.0545491386795045
381	91	4	False	freeze	0.3723	2.7451711135864256
382	92	4	True	freeze	0.46246000000000004	2.063343463344574
383	92	4	False	freeze	0.3589	2.6544568908691413
384	93	4	True	freeze	0.45686000000000004	2.076319558391571
385	93	4	False	freeze	0.3749	2.668607392978668
386	94	4	True	freeze	0.45876000000000006	2.057145334243774
387	94	4	False	freeze	0.379	2.7121333583831793
388	95	4	True	freeze	0.46003999999999995	2.072594714164734
389	95	4	False	freeze	0.3603	2.682109743118286
390	96	4	True	freeze	0.45943999999999996	2.0727312482833864
391	96	4	False	freeze	0.3654	2.6841645687103277
392	97	4	True	freeze	0.46002	2.083325476398468
393	97	4	False	freeze	0.375	2.6667892380714417
394	98	4	True	freeze	0.45838	2.071473616542816
395	98	4	False	freeze	0.3628	2.6759897092819216
396	99	4	True	freeze	0.4603	2.0705021340942382
397	99	4	False	freeze	0.3686	2.647192097854614
398	100	4	True	freeze	0.45464	2.0836164269065858
399	100	4	False	freeze	0.3764	2.6267572567939763
400	1	42	True	freeze	0.45756	2.079348457508087
401	1	42	False	freeze	0.3636	2.7108244892120363
402	2	42	True	freeze	0.45778	2.0697949795341493
403	2	42	False	freeze	0.3589	2.71979878988266
404	3	42	True	freeze	0.45703999999999995	2.083032723178864
405	3	42	False	freeze	0.3749	2.649700912475586
406	4	42	True	freeze	0.45826000000000006	2.066880562324524
407	4	42	False	freeze	0.3772	2.714711139678955
408	5	42	True	freeze	0.4549	2.0948685049057008
409	5	42	False	freeze	0.3864	2.6501328104019164
410	6	42	True	freeze	0.45516	2.0879490831756597
411	6	42	False	freeze	0.3668	2.6713714973449707
412	7	42	True	freeze	0.4555	2.0873548334312444
413	7	42	False	freeze	0.3787	2.649270397567749
414	8	42	True	freeze	0.45583999999999997	2.079647864589691
415	8	42	False	freeze	0.3647	2.6694785966873167
416	9	42	True	freeze	0.45932	2.0762922666358947
417	9	42	False	freeze	0.3684	2.752111604690552
418	10	42	True	freeze	0.4577	2.0771383728599546
419	10	42	False	freeze	0.3545	2.71051768989563
420	11	42	True	freeze	0.45733999999999997	2.0828324468803405
421	11	42	False	freeze	0.3688	2.7235103006362915
422	12	42	True	freeze	0.45621999999999996	2.090725661640167
423	12	42	False	freeze	0.3816	2.7174189973831178
424	13	42	True	freeze	0.45571999999999996	2.0899067949485777
425	13	42	False	freeze	0.3706	2.628883226776123
426	14	42	True	freeze	0.45436000000000004	2.088848508644104
427	14	42	False	freeze	0.3585	2.695115700149536
428	15	42	True	freeze	0.45668000000000003	2.079385442390442
429	15	42	False	freeze	0.3745	2.7896789447784425
430	16	42	True	freeze	0.45202	2.0990330939102173
431	16	42	False	freeze	0.37	2.7118446435928343
432	17	42	True	freeze	0.45711999999999997	2.0780467454338067
433	17	42	False	freeze	0.3707	2.701911921787262
434	18	42	True	freeze	0.455	2.0914156955146788
435	18	42	False	freeze	0.371	2.691352806854248
436	19	42	True	freeze	0.44882	2.110417130126953
437	19	42	False	freeze	0.369	2.6592629486083985
438	20	42	True	freeze	0.45432	2.0990599170494084
439	20	42	False	freeze	0.3675	2.5984773836135866
440	21	42	True	freeze	0.45176000000000005	2.1078104196167
441	21	42	False	freeze	0.3775	2.6771546873092653
442	22	42	True	freeze	0.45342	2.103608032283783
443	22	42	False	freeze	0.3717	2.6314204990386965
444	23	42	True	freeze	0.45124	2.11432390619278
445	23	42	False	freeze	0.3758	2.6719121812820434
446	24	42	True	freeze	0.44996	2.115549802799225
447	24	42	False	freeze	0.3666	2.722758143234253
448	25	42	True	freeze	0.45226000000000005	2.0990755798149108
449	25	42	False	freeze	0.371	2.6650244680404658
450	26	42	True	freeze	0.44866000000000006	2.1275845973205567
451	26	42	False	freeze	0.366	2.655148896408081
452	27	42	True	freeze	0.4476	2.1350498015785218
453	27	42	False	freeze	0.3756	2.6873309871673583
454	28	42	True	freeze	0.45072	2.1157012137508397
455	28	42	False	freeze	0.3814	2.6624866685867308
456	29	42	True	freeze	0.44823999999999997	2.122254913654328
457	29	42	False	freeze	0.3722	2.7298474647521966
458	30	42	True	freeze	0.44723999999999997	2.129781613445282
459	30	42	False	freeze	0.3759	2.650250555419922
460	31	42	True	freeze	0.45308000000000004	2.105134885635376
461	31	42	False	freeze	0.3679	2.648459969711304
462	32	42	True	freeze	0.44793999999999995	2.1169024817276
463	32	42	False	freeze	0.3691	2.7163588552474978
464	33	42	True	freeze	0.44578	2.1341953876495356
465	33	42	False	freeze	0.363	2.689150252151489
466	34	42	True	freeze	0.44558000000000003	2.12975174118042
467	34	42	False	freeze	0.3616	2.678393446540833
468	35	42	True	freeze	0.44822	2.1425617040061957
469	35	42	False	freeze	0.3671	2.7687175006866456
470	36	42	True	freeze	0.45011999999999996	2.1128625873184204
471	36	42	False	freeze	0.3822	2.6957430429458618
472	37	42	True	freeze	0.44478	2.1530208214569093
473	37	42	False	freeze	0.3742	2.682910716056824
474	38	42	True	freeze	0.44856	2.134741257743836
475	38	42	False	freeze	0.3632	2.6515637243270875
476	39	42	True	freeze	0.45178	2.1141234003829954
477	39	42	False	freeze	0.3819	2.6315531927108764
478	40	42	True	freeze	0.4506	2.1195603419494633
479	40	42	False	freeze	0.355	2.682032322883606
480	41	42	True	freeze	0.4492	2.12897175863266
481	41	42	False	freeze	0.3864	2.7208148588180543
482	42	42	True	freeze	0.44738	2.138067346458435
483	42	42	False	freeze	0.3774	2.6656831232070917
484	43	42	True	freeze	0.44678	2.1280104529953
485	43	42	False	freeze	0.3704	2.6947989938735963
486	44	42	True	freeze	0.44648000000000004	2.1528454570579534
487	44	42	False	freeze	0.3746	2.757059806442261
488	45	42	True	freeze	0.44568	2.146108658065796
489	45	42	False	freeze	0.3731	2.803782671546936
490	46	42	True	freeze	0.44511999999999996	2.144646571426392
491	46	42	False	freeze	0.3739	2.599499671554565
492	47	42	True	freeze	0.44911999999999996	2.1319796628189085
493	47	42	False	freeze	0.3672	2.730292341041565
494	48	42	True	freeze	0.44299999999999995	2.161226374664307
495	48	42	False	freeze	0.3665	2.673696378898621
496	49	42	True	freeze	0.44273999999999997	2.152185775871277
497	49	42	False	freeze	0.3757	2.627699593353272
498	50	42	True	freeze	0.44898000000000005	2.125285597305298
499	50	42	False	freeze	0.3678	2.63236379737854
500	51	42	True	freeze	0.44348000000000004	2.1580006451797487
501	51	42	False	freeze	0.3582	2.6665624170303346
502	52	42	True	freeze	0.44761999999999996	2.1379050316619868
503	52	42	False	freeze	0.3783	2.6795270849227903
504	53	42	True	freeze	0.44982	2.131079875030517
505	53	42	False	freeze	0.3647	2.7486118827819825
506	54	42	True	freeze	0.44538	2.1446577786445618
507	54	42	False	freeze	0.3608	2.725974292564392
508	55	42	True	freeze	0.449	2.1344920374298098
509	55	42	False	freeze	0.3644	2.672909584808349
510	56	42	True	freeze	0.44454	2.1550583516311645
511	56	42	False	freeze	0.3656	2.843556589126587
512	57	42	True	freeze	0.44396	2.1526416833877557
513	57	42	False	freeze	0.3764	2.6898140645980835
514	58	42	True	freeze	0.44496	2.155189974937439
515	58	42	False	freeze	0.3715	2.7215834329605104
516	59	42	True	freeze	0.4458	2.1507112836837767
517	59	42	False	freeze	0.3508	2.8041705211639405
518	60	42	True	freeze	0.44268	2.159291685113907
519	60	42	False	freeze	0.3756	2.7764788105010987
520	61	42	True	freeze	0.44168	2.1624818892860413
521	61	42	False	freeze	0.3746	2.7950208148956297
522	62	42	True	freeze	0.44268	2.1608178011322017
523	62	42	False	freeze	0.3745	2.659950393486023
524	63	42	True	freeze	0.44606	2.1566684992599487
525	63	42	False	freeze	0.3673	2.70388178691864
526	64	42	True	freeze	0.44496	2.16715137960434
527	64	42	False	freeze	0.3774	2.7198963230133058
528	65	42	True	freeze	0.4411	2.168396131954193
