
epoch	seed	train	shuffle	accuracy	loss
34	10	True	False	52.2	0.02059076550245285
34	10	False	False	53.79	0.01984619301557541
35	10	True	False	52.718	0.020382716262340547
35	10	False	False	53.96	0.01974312761425972
36	10	True	False	53.158	0.020225211488008498
36	10	False	False	54.43	0.019602808874845504
37	10	True	False	53.618	0.02003081016778946
37	10	False	False	54.98	0.0193929356276989
38	10	True	False	54.016	0.01986056701898575
38	10	False	False	55.35	0.01926052024960518
39	10	True	False	54.45	0.01971600981116295
39	10	False	False	55.74	0.019117386561632158
40	10	True	False	54.946	0.01950975666284561
40	10	False	False	55.93	0.01897350042462349
41	10	True	False	55.036	0.019349642372131347
41	10	False	False	56.52	0.0188143474817276
42	10	True	False	55.476	0.019173322569131852
42	10	False	False	56.85	0.01866791771054268
43	10	True	False	55.942	0.019052653028964996
43	10	False	False	57.05	0.018551871770620346
44	10	True	False	56.57	0.018866326899528503
44	10	False	False	57.44	0.018414908027648925
45	10	True	False	56.718	0.018738622105121613
45	10	False	False	57.61	0.018315682989358904
46	10	True	False	57.104	0.01856046709895134
46	10	False	False	57.97	0.018169109523296357
47	10	True	False	57.67	0.018433362848758697
47	10	False	False	58.19	0.018054349213838576
48	10	True	False	57.942	0.018259894531965255
48	10	False	False	58.51	0.017928604388237
49	10	True	False	58.22	0.01813345228791237
49	10	False	False	59.09	0.017786999791860582
50	10	True	False	58.764	0.01800883167743683
50	10	False	False	59.26	0.017664702928066253
51	10	True	False	59.158	0.017863137418031694
51	10	False	False	59.45	0.0176140369951725
52	10	True	False	59.346	0.017730793110132217
52	10	False	False	59.67	0.01746998381614685
53	10	True	False	59.514	0.01758851767063141
53	10	False	False	59.92	0.017371477621793748
54	10	True	False	59.998	0.01744423504948616
54	10	False	False	60.43	0.01723724400997162
55	10	True	False	60.132	0.017358838937282562
55	10	False	False	60.29	0.017201087927818298
56	10	True	False	60.562	0.01726312901377678
56	10	False	False	60.96	0.01699276847243309
57	10	True	False	60.98	0.01707047115802765
57	10	False	False	61.24	0.01685613926053047
58	10	True	False	61.1	0.01692624721765518
58	10	False	False	61.58	0.016737590062618254
59	10	True	False	61.674	0.01684284135580063
59	10	False	False	61.6	0.016670545530319214
60	10	True	False	61.656	0.016775360769033434
60	10	False	False	62.04	0.016553042232990266
61	10	True	False	61.862	0.016644284925460814
61	10	False	False	62.58	0.016434418535232545
62	10	True	False	62.072	0.01651590607523918
62	10	False	False	62.62	0.016334442287683486
63	10	True	False	62.48	0.01640079612851143
63	10	False	False	62.89	0.01626429053544998
64	10	True	False	62.648	0.016319193333387376
64	10	False	False	63.17	0.016185811698436737
65	10	True	False	62.962	0.01616503607749939
65	10	False	False	63.4	0.01607261234521866
66	10	True	False	63.234	0.016076050559282302
66	10	False	False	63.69	0.016003541910648345
67	10	True	False	63.47	0.015973703562021255
67	10	False	False	63.7	0.0159554833650589
68	10	True	False	63.75	0.01586418167591095
68	10	False	False	64.19	0.015801564580202102
69	10	True	False	63.994	0.015769747980833054
69	10	False	False	64.41	0.01567584883570671
70	10	True	False	64.242	0.01571616473555565
70	10	False	False	64.5	0.01566454387307167
71	10	True	False	64.354	0.015565417829751968
71	10	False	False	64.68	0.015524684965610503
72	10	True	False	64.524	0.015485169540643691
72	10	False	False	64.88	0.015466841757297517
73	10	True	False	64.738	0.015376190160512924
73	10	False	False	65.18	0.015373528206348418
74	10	True	False	65.168	0.015330554304122924
74	10	False	False	65.14	0.015342353659868241
75	10	True	False	65.418	0.015206666955947875
75	10	False	False	65.26	0.015226075726747513
76	10	True	False	65.568	0.015101597567796707
76	10	False	False	65.8	0.01514447483420372
77	10	True	False	65.382	0.015080765193700791
77	10	False	False	65.64	0.01510613586306572
78	10	True	False	65.746	0.014988877482414245
78	10	False	False	65.79	0.01498028330206871
79	10	True	False	66.278	0.014869802728891372
79	10	False	False	65.98	0.014948790538311005
80	10	True	False	66.32	0.014825388796329499
80	10	False	False	66.12	0.014905051773786544
81	10	True	False	66.224	0.014732099092006684
81	10	False	False	66.47	0.014762495118379593
82	10	True	False	66.652	0.014655279353857041
82	10	False	False	66.57	0.014724100232124329
83	10	True	False	66.634	0.01454755516409874
83	10	False	False	66.95	0.01463651368021965
84	10	True	False	66.964	0.01447187340259552
84	10	False	False	66.75	0.01461705812215805
85	10	True	False	67.346	0.014364621801376343
85	10	False	False	67.01	0.01454435858130455
86	10	True	False	67.43	0.014326354854106903
86	10	False	False	66.94	0.014510289579629899
87	10	True	False	67.626	0.01421329690694809
87	10	False	False	67.42	0.014344348502159118
88	10	True	False	67.67	0.01418933413386345
88	10	False	False	67.3	0.014350426465272903
89	10	True	False	67.84	0.014119641343355178
89	10	False	False	67.57	0.014283747440576554
90	10	True	False	68.234	0.014029648424386977
90	10	False	False	67.68	0.014203051108121872
91	10	True	False	68.258	0.013934963245391846
91	10	False	False	67.81	0.014168877536058427
92	10	True	False	68.39	0.01388794339776039
92	10	False	False	67.97	0.014099178993701935
93	10	True	False	68.612	0.013790079183578491
93	10	False	False	67.96	0.014012434613704682
94	10	True	False	68.838	0.013755865157842636
94	10	False	False	68.54	0.013971090412139892
95	10	True	False	68.616	0.013697046988010407
95	10	False	False	68.44	0.013917993491888046
96	10	True	False	69.018	0.013660199106931687
96	10	False	False	68.62	0.013912054479122162
97	10	True	False	69.186	0.01356472275018692
97	10	False	False	68.79	0.013909750354290009
98	10	True	False	69.364	0.013465432056188583
98	10	False	False	69.19	0.01373455192744732
99	10	True	False	69.588	0.013403568757772445
99	10	False	False	69.11	0.013721231943368911
100	10	True	False	69.69	0.013330645376443863
100	10	False	False	69.17	0.013680156618356705
1	10	True	True	14.692	0.03539955227375031
1	10	False	True	21.55	0.03390421957969666
2	10	True	True	22.844	0.0333076017165184
2	10	False	True	25.07	0.03219028277397156
3	10	True	True	25.926	0.03186367412090302
3	10	False	True	27.81	0.030860924696922303
4	10	True	True	28.78	0.030717738964557647
4	10	False	True	29.94	0.02991363526582718
5	10	True	True	30.58	0.029756481161117555
5	10	False	True	32.12	0.02889210982322693
6	10	True	True	32.024	0.028927695171833037
6	10	False	True	34.08	0.028075943791866304
7	10	True	True	33.786	0.02821985954284668
7	10	False	True	35.77	0.02730929560661316
8	10	True	True	34.632	0.027618671379089355
8	10	False	True	36.63	0.026840630412101746
9	10	True	True	36.35	0.027052881813049316
9	10	False	True	37.61	0.02629419847726822
10	10	True	True	37.318	0.026533968663215637
10	10	False	True	39.02	0.02574299703836441
11	10	True	True	38.12	0.026139089074134828
11	10	False	True	40.09	0.025300421011447905
12	10	True	True	38.874	0.025746001188755037
12	10	False	True	41.03	0.024850897812843324
13	10	True	True	40.01	0.025326112413406373
13	10	False	True	41.39	0.024595974254608154
14	10	True	True	40.558	0.025019421429634096
14	10	False	True	41.67	0.02442656672000885
15	10	True	True	41.372	0.024738157453536986
15	10	False	True	42.85	0.02395146847963333
16	10	True	True	42.126	0.024427525792121887
16	10	False	True	43.6	0.023646031355857848
17	10	True	True	42.842	0.02417509290218353
17	10	False	True	44.66	0.023289003586769105
18	10	True	True	43.366	0.023952870252132417
18	10	False	True	44.63	0.02321511172056198
19	10	True	True	43.854	0.02365622882604599
19	10	False	True	45.57	0.02295774379968643
20	10	True	True	44.556	0.02342391401529312
20	10	False	True	46.39	0.022587107944488524
21	10	True	True	45.088	0.02325014018535614
21	10	False	True	46.74	0.022458861911296844
22	10	True	True	45.64	0.02302044807434082
22	10	False	True	47.39	0.022166714417934417
23	10	True	True	46.498	0.02277372403383255
23	10	False	True	47.98	0.02203805994987488
24	10	True	True	47.08	0.022553077743053436
24	10	False	True	48.81	0.021714065051078795
25	10	True	True	47.772	0.022366810116767884
25	10	False	True	49.69	0.021495424342155456
26	10	True	True	48.184	0.022104400334358214
26	10	False	True	50.14	0.021259092831611634
27	10	True	True	48.746	0.021901543815135954
27	10	False	True	50.28	0.021120803236961364
28	10	True	True	49.016	0.02178187331199646
28	10	False	True	51.16	0.020889991855621338
29	10	True	True	49.912	0.021496216669082642
29	10	False	True	51.62	0.020730242228507997
30	10	True	True	50.41	0.021309308512210846
30	10	False	True	52.47	0.02046805431842804
31	10	True	True	50.638	0.021137951374053957
31	10	False	True	52.23	0.020346200436353684
32	10	True	True	51.208	0.02099521715402603
32	10	False	True	52.6	0.02024831262230873
33	10	True	True	51.874	0.020749871983528137
33	10	False	True	53.27	0.019989327669143676
34	10	True	True	52.492	0.020568418686389922
34	10	False	True	53.5	0.020018366467952728
35	10	True	True	52.73	0.020369282015562058
35	10	False	True	54.73	0.019603932243585587
36	10	True	True	53.336	0.02015839855670929
36	10	False	True	54.89	0.019389027512073515
37	10	True	True	53.426	0.02007196902871132
37	10	False	True	55.36	0.01928328965306282
38	10	True	True	54.068	0.019872711597681045
38	10	False	True	55.41	0.019239763045310974
39	10	True	True	54.646	0.01965963634610176
39	10	False	True	55.66	0.019051050996780394
40	10	True	True	54.778	0.019512797470092772
40	10	False	True	56.58	0.018873973697423933
41	10	True	True	55.21	0.01935772890806198
41	10	False	True	57.05	0.01866047548651695
42	10	True	True	55.248	0.019235146840810777
42	10	False	True	57.0	0.018587613809108734
43	10	True	True	55.878	0.019061895397901533
43	10	False	True	57.52	0.018501287519931794
44	10	True	True	56.196	0.018919593340158462
44	10	False	True	58.01	0.018298579704761505
45	10	True	True	56.586	0.01876339200258255
45	10	False	True	57.67	0.018288259768486022
46	10	True	True	57.044	0.01862275358915329
46	10	False	True	58.38	0.018101215839385985
47	10	True	True	57.388	0.018521063381433486
47	10	False	True	58.57	0.017995416098833084
48	10	True	True	57.632	0.018355574992895127
48	10	False	True	58.88	0.017761955714225768
49	10	True	True	58.24	0.01819751477241516
49	10	False	True	58.76	0.017816427713632583
50	10	True	True	58.508	0.018029927716255188
50	10	False	True	59.41	0.01757151443362236
51	10	True	True	58.696	0.017946844563484193
51	10	False	True	59.26	0.017670309752225877
52	10	True	True	59.17	0.017804764392375945
52	10	False	True	59.52	0.017574039512872695
53	10	True	True	59.342	0.01767535936355591
53	10	False	True	59.5	0.017507839703559874
54	10	True	True	59.624	0.017507550209760667
54	10	False	True	60.37	0.01717884798049927
55	10	True	True	60.0	0.017458914464712143
55	10	False	True	60.5	0.017225672197341918
56	10	True	True	60.256	0.017290203253030777
56	10	False	True	60.53	0.01716935824751854
57	10	True	True	60.59	0.01717506140589714
57	10	False	True	60.91	0.01696135560274124
58	10	True	True	60.874	0.017028722499608993
58	10	False	True	61.45	0.016767409682273866
59	10	True	True	61.132	0.016940552160739898
59	10	False	True	61.56	0.016695341515541078
60	10	True	True	61.392	0.01681683804035187
60	10	False	True	62.04	0.016477909302711487
61	10	True	True	61.83	0.016703745776414872
61	10	False	True	61.77	0.01652093881368637
62	10	True	True	61.91	0.016611638218164443
62	10	False	True	62.43	0.01637312040925026
63	10	True	True	62.194	0.016452289469242095
63	10	False	True	62.42	0.01639446933269501
64	10	True	True	62.606	0.016379161916971207
64	10	False	True	63.04	0.0162029319524765
65	10	True	True	62.714	0.016290759994983674
65	10	False	True	63.01	0.016036105966567994
66	10	True	True	63.402	0.016092638269662857
66	10	False	True	63.51	0.015917756122350694
67	10	True	True	63.416	0.016024266023635863
67	10	False	True	63.24	0.015948225647211076
68	10	True	True	63.754	0.01589254969596863
68	10	False	True	63.48	0.015846298921108247
69	10	True	True	63.792	0.0158809867811203
69	10	False	True	64.32	0.015592453998327255
70	10	True	True	63.992	0.015790289545059205
70	10	False	True	64.17	0.015636962920427322
71	10	True	True	64.216	0.015676402488946913
71	10	False	True	64.65	0.015467773693799973
72	10	True	True	64.294	0.015603442922830581
72	10	False	True	64.21	0.01562705662846565
73	10	True	True	64.616	0.015483443942070007
73	10	False	True	64.94	0.015440583366155624
74	10	True	True	64.924	0.015410496873855591
74	10	False	True	65.03	0.015252228003740311
75	10	True	True	64.948	0.015307359281778336
75	10	False	True	65.45	0.015143174809217452
76	10	True	True	65.394	0.015216983429193497
76	10	False	True	65.86	0.015065286207199097
77	10	True	True	65.174	0.015108286430835723
77	10	False	True	64.97	0.015237704062461853
78	10	True	True	65.86	0.015015068974494934
78	10	False	True	65.31	0.015112775993347169
79	10	True	True	65.762	0.014994384719133377
79	10	False	True	65.56	0.015028667628765107
80	10	True	True	66.174	0.01487311985373497
80	10	False	True	65.67	0.015013865289092064
81	10	True	True	66.28	0.014791717120409012
81	10	False	True	66.1	0.014902631968259812
82	10	True	True	66.436	0.01476124904513359
82	10	False	True	66.89	0.014594984900951385
83	10	True	True	66.908	0.014585828127861022
83	10	False	True	66.26	0.014685470473766327
84	10	True	True	66.778	0.014557305186986924
84	10	False	True	66.47	0.0146708391726017
85	10	True	True	67.06	0.01445935606122017
85	10	False	True	66.55	0.014684378534555436
86	10	True	True	67.362	0.014418578606843948
86	10	False	True	67.11	0.014430825406312943
87	10	True	True	67.306	0.014304783096313476
87	10	False	True	66.7	0.014496766865253448
88	10	True	True	67.538	0.014266351755857467
88	10	False	True	67.18	0.014464950895309449
89	10	True	True	67.894	0.014149034564495087
89	10	False	True	67.92	0.014217703270912171
90	10	True	True	68.088	0.014129899272918701
90	10	False	True	67.52	0.014236112350225448
91	10	True	True	68.342	0.013984206387996674
91	10	False	True	68.01	0.014248655235767365
92	10	True	True	68.346	0.013935096282958984
92	10	False	True	67.59	0.014437204957008362
93	10	True	True	68.368	0.013901484705805779
93	10	False	True	68.17	0.014089413237571716
94	10	True	True	68.662	0.013827442039251327
94	10	False	True	67.95	0.014165117186307906
95	10	True	True	68.646	0.013773229135870934
95	10	False	True	68.78	0.013819333183765412
96	10	True	True	68.942	0.013681453889608383
96	10	False	True	68.51	0.013731030875444411
97	10	True	True	69.156	0.013573789573907853
97	10	False	True	68.9	0.013797591319680214
98	10	True	True	69.042	0.013589896935224534
98	10	False	True	69.18	0.013581988197565079
99	10	True	True	69.366	0.013503761374950409
99	10	False	True	69.39	0.013633426660299302
100	10	True	True	69.562	0.013413744243383407
100	10	False	True	69.21	0.013680504846572876
1	42	True	False	16.058	0.03554107097148895
1	42	False	False	19.96	0.03382998774051666
2	42	True	False	22.682	0.03296186847448349
2	42	False	False	25.33	0.03193182260990143
3	42	True	False	26.63	0.031377615892887116
3	42	False	False	28.37	0.03041567529439926
4	42	True	False	29.374	0.03017537670612335
4	42	False	False	30.67	0.029387362039089204
5	42	True	False	31.086	0.02929065279006958
5	42	False	False	32.76	0.028520308911800383
6	42	True	False	32.616	0.02849554841518402
6	42	False	False	34.6	0.02773695697784424
7	42	True	False	33.868	0.02785028774023056
7	42	False	False	36.11	0.027097596371173857
8	42	True	False	35.408	0.027292739560604094
8	42	False	False	37.61	0.026516066253185273
9	42	True	False	36.54	0.026780758640766143
9	42	False	False	38.67	0.026070789778232576
10	42	True	False	37.486	0.02633988026857376
10	42	False	False	39.29	0.025648730409145355
11	42	True	False	38.528	0.025942096378803254
11	42	False	False	40.17	0.02525689791440964
12	42	True	False	39.302	0.025562329211235045
12	42	False	False	40.72	0.02488352756500244
13	42	True	False	40.52	0.025206435995101927
13	42	False	False	41.66	0.02452611835002899
14	42	True	False	40.926	0.024888332784175873
14	42	False	False	42.77	0.024203153991699217
15	42	True	False	41.856	0.024594586355686187
15	42	False	False	43.47	0.023896553182601928
16	42	True	False	42.668	0.024296345958709716
16	42	False	False	44.18	0.02362995879650116
17	42	True	False	43.15	0.02403030550479889
17	42	False	False	44.7	0.023318113958835603
18	42	True	False	43.918	0.023712429509162903
18	42	False	False	45.72	0.022995331263542175
19	42	True	False	44.812	0.023459908900260926
19	42	False	False	46.59	0.02277241860628128
20	42	True	False	45.438	0.023186184017658235
20	42	False	False	47.34	0.02246541782617569
21	42	True	False	46.234	0.02287808658838272
21	42	False	False	48.1	0.022174543583393096
22	42	True	False	46.99	0.02260020842552185
22	42	False	False	48.83	0.021911541640758515
23	42	True	False	47.774	0.0223174858212471
23	42	False	False	49.8	0.02157247451543808
24	42	True	False	48.512	0.022004517319202423
24	42	False	False	49.93	0.02135268223285675
25	42	True	False	49.202	0.021757576200962067
25	42	False	False	50.84	0.021054278922080994
26	42	True	False	49.764	0.021474900896549225
26	42	False	False	51.24	0.020839844131469727
27	42	True	False	50.648	0.021221359364986418
27	42	False	False	51.96	0.020582861816883086
28	42	True	False	51.104	0.020981776180267333
28	42	False	False	52.43	0.020342998600006105
29	42	True	False	51.812	0.020719153151512147
29	42	False	False	53.04	0.0201681089758873
30	42	True	False	52.43	0.020505862450599672
30	42	False	False	53.85	0.01989664703607559
31	42	True	False	52.936	0.020270112817287446
31	42	False	False	54.26	0.019708192467689515
32	42	True	False	53.554	0.02006341287970543
32	42	False	False	54.83	0.019491305595636367
33	42	True	False	53.966	0.01986545703649521
33	42	False	False	55.56	0.01931366122364998
34	42	True	False	54.6	0.01963093812584877
34	42	False	False	56.06	0.019125398981571198
35	42	True	False	55.076	0.019449921387434007
35	42	False	False	56.76	0.01891455791592598
36	42	True	False	55.536	0.01923602905392647
36	42	False	False	56.59	0.018793321311473845
37	42	True	False	55.966	0.019102053866386415
37	42	False	False	57.01	0.01864231328368187
38	42	True	False	56.42	0.01888467983007431
38	42	False	False	57.71	0.018382477885484694
39	42	True	False	56.73	0.018718102558851243
39	42	False	False	58.23	0.018233245944976807
40	42	True	False	57.258	0.018522692369222642
40	42	False	False	58.34	0.018126350259780884
41	42	True	False	57.598	0.018358813709020615
41	42	False	False	58.87	0.01789376358985901
42	42	True	False	57.746	0.0182085809135437
42	42	False	False	59.18	0.01775517712235451
43	42	True	False	58.508	0.018036646645069123
43	42	False	False	59.36	0.017704613167047502
44	42	True	False	58.642	0.017925687013864516
44	42	False	False	59.56	0.01757110353708267
45	42	True	False	59.234	0.017730900735855103
45	42	False	False	60.35	0.017317560172080994
46	42	True	False	59.55	0.017617158272266387
46	42	False	False	60.47	0.01726204309463501
47	42	True	False	59.89	0.017435754083395004
47	42	False	False	60.65	0.017150159484148025
48	42	True	False	60.222	0.01732361453652382
48	42	False	False	61.14	0.01701163998246193
49	42	True	False	60.658	0.01721724763393402
49	42	False	False	61.26	0.016895940214395524
50	42	True	False	60.82	0.017056121804714202
50	42	False	False	61.55	0.0168310423374176
51	42	True	False	61.362	0.01687303596496582
51	42	False	False	62.0	0.016613656836748123
52	42	True	False	61.384	0.016812850116491317
52	42	False	False	62.1	0.01661910210251808
53	42	True	False	61.864	0.016664504761695863
53	42	False	False	62.57	0.016401919013261795
54	42	True	False	62.056	0.01655176828980446
54	42	False	False	62.61	0.016334162318706512
55	42	True	False	62.414	0.01646742788672447
55	42	False	False	62.82	0.01623725711107254
56	42	True	False	62.674	0.01633150057554245
56	42	False	False	63.26	0.016116568738222124
57	42	True	False	62.974	0.0162241084253788
57	42	False	False	63.15	0.01603483512401581
58	42	True	False	63.022	0.016097484337091447
58	42	False	False	63.71	0.015888392382860182
59	42	True	False	63.472	0.01599164884567261
59	42	False	False	63.91	0.01583742711544037
60	42	True	False	63.58	0.01588940627217293
60	42	False	False	63.89	0.01575071443915367
61	42	True	False	63.948	0.015796403833627702
61	42	False	False	64.35	0.01564480619430542
62	42	True	False	64.084	0.01569471601486206
62	42	False	False	64.37	0.015585489213466645
63	42	True	False	64.476	0.0155915509557724
63	42	False	False	64.76	0.01548796707391739
64	42	True	False	64.738	0.015467505813837051
64	42	False	False	64.86	0.015477865147590638
65	42	True	False	64.968	0.015345299854278564
65	42	False	False	64.85	0.015364624679088593
66	42	True	False	65.03	0.015257565352916717
66	42	False	False	64.97	0.015321862417459487
67	42	True	False	65.382	0.015198914743661881
67	42	False	False	65.47	0.015135129654407501
68	42	True	False	65.746	0.01508073533296585
68	42	False	False	65.5	0.015079642063379287
69	42	True	False	65.746	0.015036100281476974
69	42	False	False	65.35	0.015137800258398056
70	42	True	False	65.816	0.014926998182535171
70	42	False	False	65.9	0.014978686285018921
71	42	True	False	66.058	0.014857687128782273
71	42	False	False	66.17	0.01494019457101822
72	42	True	False	66.4	0.014721499834060668
72	42	False	False	66.22	0.01487920744419098
73	42	True	False	66.572	0.014667394626140594
73	42	False	False	66.58	0.014787537848949433
74	42	True	False	66.582	0.014589163527488708
74	42	False	False	66.63	0.014684882867336274
75	42	True	False	66.812	0.014527748103141785
75	42	False	False	66.64	0.014666014981269836
76	42	True	False	67.124	0.014396621100902557
76	42	False	False	66.74	0.014620271128416061
77	42	True	False	67.394	0.014351044125556945
77	42	False	False	67.0	0.01447686397433281
78	42	True	False	67.506	0.014233957605361938
78	42	False	False	67.14	0.014446490907669068
79	42	True	False	67.914	0.014157845933437347
79	42	False	False	67.18	0.01440203822851181
80	42	True	False	67.776	0.014100886371135712
80	42	False	False	67.45	0.0142828200340271
81	42	True	False	68.106	0.013982949184179305
81	42	False	False	67.72	0.01418505071401596
82	42	True	False	68.114	0.013929078605175019
82	42	False	False	67.79	0.014161396461725234
83	42	True	False	68.462	0.01383903241634369
83	42	False	False	67.94	0.014127733212709426
84	42	True	False	68.892	0.013724522386789322
84	42	False	False	68.4	0.013973170816898346
85	42	True	False	68.962	0.013662362244129181
85	42	False	False	68.01	0.014032293325662613
86	42	True	False	69.06	0.013593240741491317
86	42	False	False	68.27	0.013991812747716903
87	42	True	False	69.278	0.013518064037561417
87	42	False	False	68.45	0.013891649979352952
88	42	True	False	69.246	0.013498184381723404
88	42	False	False	68.63	0.013787973129749298
89	42	True	False	69.41	0.013384101740121841
89	42	False	False	68.93	0.013738927835226058
90	42	True	False	69.764	0.013339472424983978
90	42	False	False	68.96	0.013662165695428849
91	42	True	False	69.692	0.01325093226313591
91	42	False	False	69.21	0.013555097997188568
92	42	True	False	69.926	0.013219897965192795
92	42	False	False	69.25	0.01353171797990799
93	42	True	False	69.954	0.01313942765712738
93	42	False	False	69.33	0.013517015147209167
94	42	True	False	70.25	0.01304215544462204
94	42	False	False	69.37	0.013495539122819901
95	42	True	False	70.562	0.012974720975160598
95	42	False	False	69.4	0.013489156901836396
96	42	True	False	70.668	0.012924585819244385
96	42	False	False	69.81	0.013370263212919235
97	42	True	False	71.04	0.012808236609697342
97	42	False	False	69.91	0.01327923418879509
98	42	True	False	70.822	0.012808195765018463
98	42	False	False	70.04	0.013249957692623139
99	42	True	False	71.174	0.012707507634162903
99	42	False	False	70.12	0.013265271496772766
100	42	True	False	71.168	0.012689658982753753
100	42	False	False	70.3	0.013197332346439362
1	42	True	True	16.066	0.03554643351078034
1	42	False	True	20.48	0.0337174996137619
2	42	True	True	22.978	0.03293370608568191
2	42	False	True	25.22	0.031879055273532866
3	42	True	True	26.416	0.03135632665157318
3	42	False	True	28.49	0.03034535505771637
4	42	True	True	28.988	0.030184031150341035
4	42	False	True	30.79	0.029354668188095092
5	42	True	True	31.134	0.02927677687883377
5	42	False	True	32.68	0.028520219933986665
6	42	True	True	32.488	0.028533105282783508
6	42	False	True	34.12	0.027747637379169465
7	42	True	True	33.794	0.027866638565063478
7	42	False	True	35.91	0.02710283046960831
8	42	True	True	35.48	0.027283544149398802
8	42	False	True	37.16	0.026574034881591796
9	42	True	True	36.578	0.026828517360687257
9	42	False	True	38.31	0.025975411307811738
10	42	True	True	37.218	0.026391411006450653
10	42	False	True	39.69	0.025619185411930083
11	42	True	True	38.708	0.025912325201034547
11	42	False	True	40.58	0.025126281762123108
12	42	True	True	39.226	0.02561395276069641
12	42	False	True	41.6	0.024805474901199342
13	42	True	True	40.202	0.025291566364765167
13	42	False	True	42.07	0.02446975529193878
14	42	True	True	41.046	0.02487864794254303
14	42	False	True	42.84	0.02416260679960251
15	42	True	True	41.542	0.024637870070934296
15	42	False	True	44.08	0.02384711539745331
16	42	True	True	42.44	0.02431834694623947
16	42	False	True	44.79	0.02357747753858566
17	42	True	True	43.326	0.02400943672657013
17	42	False	True	44.89	0.02331678364276886
18	42	True	True	44.006	0.02369295825958252
18	42	False	True	45.93	0.023039190375804902
19	42	True	True	44.742	0.023450878767967222
19	42	False	True	46.81	0.022703405690193176
20	42	True	True	45.6	0.023146861481666565
20	42	False	True	47.31	0.02241009110212326
21	42	True	True	46.236	0.022908128423690798
21	42	False	True	48.36	0.022044828540086745
22	42	True	True	47.106	0.022585007152557374
22	42	False	True	48.85	0.021801839387416838
23	42	True	True	47.758	0.022285621080398558
23	42	False	True	49.08	0.021872464299201966
24	42	True	True	48.666	0.02200881428718567
24	42	False	True	49.91	0.021379158389568328
25	42	True	True	49.288	0.021729591224193573
25	42	False	True	50.78	0.021113733732700347
26	42	True	True	49.83	0.021521054320335388
26	42	False	True	51.2	0.020756098222732545
27	42	True	True	50.466	0.021230514686107635
27	42	False	True	51.72	0.020537969493865965
28	42	True	True	50.984	0.020958005232810974
28	42	False	True	52.2	0.020387338936328887
29	42	True	True	51.794	0.02074924676656723
29	42	False	True	53.24	0.020238348770141603
30	42	True	True	52.316	0.020545277314186094
30	42	False	True	53.56	0.01991604211330414
31	42	True	True	52.726	0.020336445083618163
31	42	False	True	54.02	0.019816656738519667
32	42	True	True	53.102	0.02012561257481575
32	42	False	True	54.87	0.019544901430606842
